ID;Owner;Artist;Title;Duration;URL;Lyrics;Genre
352266051;12605;"Caro Emerald";"Coming Back As A Man";214;http://cs1-39v4.vk-cdn.net/p3/7ce6b4ff2d1cac.mp3?extra=wO3t4b-QYKq2DhAz6Y7eixZ9eyVYxg9nd0XwIkrE0yA9sqsBGSy1nMTwFsFSmEIoSfl32u3J9TkeV4sAudQV-Zy8weQf6g;89325837;18
350678800;12605;"James Hunter";Carina;248;http://cs1-24v4.vk-cdn.net/p6/d80db3f2c65755.mp3?extra=UtZlW42WpLSqyT6CpgMKZwLw50pjb_jrYB8N7B3kXBzdPSnbev-kBjqLe-PwwQ1n_fpvNa9NpdedRkgBTEN3j4B4mi1NBQ;4858761;
350677868;12605;"Tape Five";Soulsalicious;234;http://cs1-23v4.vk-cdn.net/p36/643fc673fca515.mp3?extra=1KS8ku6Weyf8-dw0Vwb5WXR9S-Lz9TRJ5_MGtRsQV0YalFTHSoKJH8Sb68-dD8v5btn3fTmZZH1H3417cE6Xg7nD2-oh0A;;18
350123402;12605;"    • Infected Mushroom Vs. Jonathan Davis";"Smashing The Opponent ";250;http://cs1-36v4.vk-cdn.net/p7/fd0b49a30ad699.mp3?extra=WyTEsIacGoNYdX_MtOkIvMjqIoZHq5omKJnNOyRQef80wbBnb7FVaSwJ5SAkP4sXG8ZT8ksoy4dwFt4fXfXCZ6oEhDw0cg;3697831;18
350103210;12605;Tricky;"Aftermath [Version One]";304;http://cs1-36v4.vk-cdn.net/p2/55a92d3c552103.mp3?extra=LDe7vzKGV8nEI8J9bY0MjU4BRDM09jtlWbBUo4yLeUxONij_MpdMrxfDNKICqbHQGhqq9vPgzqg2Ks977_XEjrFfECEmug;;18
350092947;12605;"De Phazz";"No jive";264;http://cs1-32v4.vk-cdn.net/p14/527e0f059fbc4e.mp3?extra=hvTfSnKsIqMM95-8AGWJPdkemYYVH9L46VkRJEV2P4BzNptf9NM93NiSAy3ej_pl4OzGpNebJo9vzZmcJhwhYaJdjsxGJw;10856759;18
350091153;12605;De-Phazz;"Hell alright";194;http://cs1-35v4.vk-cdn.net/p14/bfe0a8ab57b75c.mp3?extra=zrjBZk3cLjNzEHyxDdFcqOgHFWA2nONzU57BfE2Uea-cOwAUjZUFP-HuVazQvW-NJUovB65K0gHNrjs7L_4fKmntVkOqdQ;;4
338032552;12605;"Hooray for Earth";Keys;247;http://cs1-48v4.vk-cdn.net/p15/63b02771d29667.mp3?extra=I2CILYkTrF5fT6ItUcmLMvz5l2K6uUjf__tfThz37B8CKc2oD0RApLz8BMu8BQRPjw2Kt1O4NxcTQSOf2JENKBxT55cUJA;188227472;18
333587697;12605;"Loch Lomond";"Little Boxes (OST Boxtrolls)";156;http://cs1-40v4.vk-cdn.net/p1/1018ff2b1d9117.mp3?extra=ZXZCayTGGXdugEWmnCX1dWXageXSkmJ3XCOiOe5VVfWA-eylgnjtTBiL__0e84N_ILOrpQ0udFhuRzQbmwyEMhQthqmURg;;2
331394857;12605;"Milky Chance";Sadnecessary;298;http://cs1-41v4.vk-cdn.net/p16/db82f68381531d.mp3?extra=czUaKllquJc8Yk2htv06xG0YbTo3Now8-5Hv_sCDii4mNubpMZHuS0FkJ1iuDzdvRoEZMNFybtWzP9sHUniJM0xcph9t5Q;126301256;2
331383805;12605;De-Phazz;"Wrong Dance";179;http://cs1-35v4.vk-cdn.net/p16/b95a276931fecb.mp3?extra=g08jFTHLXqt2ji1B9HWHJmIOhdEwq0-tZ1J0513XZqd-joV2qWiIxST_qG85EoHWIPcU-Z5P8JXj3nR129svQrBZCxJa6A;1893455;18
